SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,NA,Single Family Residential,91 Coach Ln,Newburgh,NY,12550,280000,3,1.5,NA,1339,15038,1966,NA,209,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/91-Coach-Ln-12550/home/72613802,NA,NA,N,Y,41.516808,-74.0805435
PAST SALE,NA,Single Family Residential,1770 NY-300,Newburgh,NY,12550,229000,3,2,NA,1620,36590,1920,NA,141,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/1770-NY-300-12550/home/92385875,NA,NA,N,Y,41.5573139,-74.0733616
PAST SALE,January-14-2021,Single Family Residential,25 Neversink Dr,Newburgh,NY,12550,227000,4,2,Newburgh,1180,14841,1957,130,192,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/25-Neversink-Dr-12550/home/92386912,OneKey,H6029527,N,Y,41.5322185,-74.0889182
PAST SALE,October-30-2020,Single Family Residential,16 Taft Ave,Newburgh,NY,12550,295000,4,1.5,Newburgh,2016,10500,1930,206,146,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/16-Taft-Ave-12550/home/72583336,OneKey,H6043271,N,Y,41.5118003,-74.0448581
PAST SALE,June-29-2020,Single Family Residential,44 Morris Ave,Newburgh,NY,12550,215000,3,2.5,Sunset Ridge Ii,1450,3833,2019,329,148,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/44-Morris-Ave-12550/home/146033419,OneKey,H4827011,N,Y,41.5051132,-74.0360094
PAST SALE,October-9-2020,Single Family Residential,14 Memorial Dr,Newburgh,NY,12550,295000,4,2,Newburgh,1589,8821,1955,227,186,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/14-Memorial-Dr-12550/home/72607952,OneKey,H6061798,N,Y,41.512462,-74.0296795
PAST SALE,NA,Single Family Residential,40 West St,Newburgh,NY,12550,123600,3,2.5,NA,1576,5040,1930,NA,78,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/40-West-St-12550/home/54877743,NA,NA,N,Y,41.5028783,-74.0303933
PAST SALE,August-31-2020,Single Family Residential,151 W Parmenter St,Newburgh,NY,12550,93000,3,1,Newburgh,572,2500,1900,266,163,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/151-W-Parmenter-St-12550/home/54900639,OneKey,H6028339,N,Y,41.4980749,-74.0182901
PAST SALE,November-19-2020,Single Family Residential,2 & 4 Plank Rd,Newburgh,NY,12550,180000,4,2,Old Plank Road Toll Hous,2160,15973,1840,186,83,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/4-Plank-Rd-12550/home/172006547,OneKey,H5125713,N,Y,41.5174707,-74.0164355
PAST SALE,June-15-2020,Single Family Residential,82 Clinton St,Newburgh,NY,12550,66000,4,3,Newburgh,2028,7789,1866,343,33,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/82-Clinton-St-12550/home/92399063,OneKey,H6011692,N,Y,41.5093978,-74.0099291
PAST SALE,November-16-2020,Single Family Residential,51 Townsend Ave,Newburgh,NY,12550,227000,3,1,Newburgh,1056,3698,1927,189,215,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/51-Townsend-Ave-12550/home/72598414,OneKey,H6058270,N,Y,41.5064226,-74.0219563
PAST SALE,December-29-2020,Single Family Residential,55 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,4008,2019,146,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/55-Morris-Ave-12550/home/168915597,OneKey,H5052195,N,Y,41.5050738,-74.0353601
PAST SALE,October-16-2020,Single Family Residential,9 Cathy Dr,Newburgh,NY,12550,231500,3,1.5,Newburgh,1596,11252,1952,220,145,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Cathy-Dr-12550/home/92387227,OneKey,H6045711,N,Y,41.5192428,-74.0416939
PAST SALE,September-25-2020,Single Family Residential,59 North St,Newburgh,NY,12550,179000,3,1,Newburgh,1440,4400,1934,241,124,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-North-St-12550/home/92398974,OneKey,H6007629,N,Y,41.5171421,-74.0148411
PAST SALE,September-18-2020,Single Family Residential,7 Gusty Rd,Newburgh,NY,12550,239900,3,1,Newburgh,950,12197,1958,248,253,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Gusty-Rd-12550/home/54902956,OneKey,H6043147,N,Y,41.5184475,-74.041189
PAST SALE,November-30-2020,Single Family Residential,5 Lakeview Dr,Newburgh,NY,12550,275000,3,1.5,Lakeview Estates,1717,18304,1962,175,160,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Lakeview-Dr-12550/home/72593132,OneKey,H6074611,N,Y,41.4966719,-74.061869
PAST SALE,October-13-2020,Single Family Residential,11 Richman Ave,Newburgh,NY,12550,110000,3,1,Newburgh,1485,4800,1950,223,74,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/11-Richman-Ave-12550/home/54907098,OneKey,H5118940,N,Y,41.506062,-74.029707
PAST SALE,NA,Single Family Residential,62 Dalfonso Rd,Newburgh,NY,12550,220000,3,2,NA,1248,16185,1987,NA,176,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/62-Dalfonso-Rd-12550/home/92387704,NA,NA,N,Y,41.497777,-74.055448
PAST SALE,January-27-2021,Single Family Residential,15 Henry Ave,Newburgh,NY,12550,342000,4,2,Newburgh,2434,3101,1900,117,141,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/15-Henry-Ave-12550/home/72578381,OneKey,H6057790,N,Y,41.491481,-74.0104946
PAST SALE,November-24-2020,Single Family Residential,13 Blake St,Newburgh,NY,12550,279000,3,2,Newburgh,1444,5001,2006,181,193,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/13-Blake-St-12550/home/54929202,OneKey,H6062538,N,Y,41.5172547,-74.0293008
PAST SALE,January-25-2021,Single Family Residential,83 Larter Ave,Newburgh,NY,12550,155000,3,1,Newburgh,1296,5449,1955,119,120,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/83-Larter-Ave-12550/home/72598607,OneKey,H6079393,N,Y,41.5047843,-74.0372417
PAST SALE,August-6-2020,Single Family Residential,90 Beacon St,Newburgh,NY,12550,105000,4,1,Newburgh,1440,2500,1946,291,73,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/90-Beacon-St-12550/home/92370519,OneKey,H6046171,N,Y,41.4913463,-74.0145197
PAST SALE,July-15-2020,Single Family Residential,16 Tarben Way,Newburgh,NY,12550,394000,3,2,Newburgh,1861,43560,2020,313,212,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/16-Tarben-Way-12550/home/167404989,OneKey,H6011089,N,Y,41.570399,-74.041297
PAST SALE,NA,Single Family Residential,65 Winona Ave,Newburgh,NY,12550,227000,3,1,NA,1228,15660,1955,NA,185,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/65-Winona-Ave-12550/home/92387173,NA,NA,N,Y,41.525289,-74.054179
PAST SALE,February-12-2021,Single Family Residential,1 Laurie Ln,Newburgh,NY,12550,241000,3,1,Newburgh,972,16217,1957,101,248,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1-Laurie-Ln-12550/home/72592958,OneKey,H6077721,N,Y,41.5342698,-74.062531
PAST SALE,NA,Single Family Residential,7 Toll House Ct,Newburgh,NY,12550,322000,4,2.5,NA,2474,17706,2008,NA,130,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/7-Toll-House-Ct-12550/home/54936949,NA,NA,N,Y,41.5394334,-74.039077700000007
PAST SALE,NA,Single Family Residential,441 Fostertown Rd,Newburgh,NY,12550,250000,3,2.5,NA,1425,43560,1956,NA,175,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/441-Fostertown-Rd-12550/home/54912311,NA,NA,N,Y,41.5571628,-74.0514667
PAST SALE,NA,Single Family Residential,23 Dogwood Hills Rd,Newburgh,NY,12550,369900,4,2.5,NA,2859,43560,1962,NA,129,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/23-Dogwood-Hills-Rd-12550/home/54856362,NA,NA,N,Y,41.5328927,-74.0223121
PAST SALE,February-6-2021,Single Family Residential,18 Mccall Pl,Newburgh,NY,12550,349900,3,2.5,Newburgh,2192,31080,2007,107,160,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/18-McCall-Pl-12550/home/54881735,OneKey,H6077176,N,Y,41.5549819,-74.0019871
PAST SALE,January-4-2021,Single Family Residential,208 Cherry Ln,Newburgh,NY,12550,426500,4,2.5,Newburgh,2296,20125,2001,140,186,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/208-Cherry-Ln-12550/home/54864314,OneKey,H6071537,N,Y,41.5462906,-74.0032266
PAST SALE,February-4-2021,Single Family Residential,1644 Route 300,Newburgh,NY,12550,260000,3,2,Newburgh,1624,74052,1963,109,160,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1644-NY-300-12550/home/54901213,OneKey,H6070451,N,Y,41.547887,-74.062775
PAST SALE,December-23-2020,Single Family Residential,5299 Route 9w,Newburgh,NY,12550,365900,4,2,Newburgh,2001,78408,1900,152,183,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5299-Rte-9W-12550/home/54990300,OneKey,H6076579,N,Y,41.5541886,-74.0053814
PAST SALE,November-12-2020,Single Family Residential,18 Ramblewood Dr,Newburgh,NY,12550,350000,3,2,Newburgh,1850,15250,2000,193,189,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/18-Ramblewood-Dr-12550/home/54894218,OneKey,H6063981,N,Y,41.5545622,-74.0418775
PAST SALE,September-30-2020,Single Family Residential,29 Kettle Ct,Newburgh,NY,12550,335000,4,2.5,Newburgh,1992,30226,1993,236,168,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/29-Kettle-Ct-12550/home/92386369,OneKey,H6044723,N,Y,41.5511128,-74.019202
PAST SALE,October-30-2020,Single Family Residential,9 Kettle Ct,Newburgh,NY,12550,390000,3,2.5,Newburgh,1728,32004,1995,206,226,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Kettle-Ct-12550/home/54942629,OneKey,H6051528,N,Y,41.5506213,-74.0184217
PAST SALE,September-17-2020,Single Family Residential,5 Cardinal Ct,Newburgh,NY,12550,380000,4,2.5,Newburgh,2288,56628,1991,249,166,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Cardinal-Ct-12550/home/54917436,OneKey,H6051244,N,Y,41.5492892,-74.0200283
PAST SALE,September-8-2020,Single Family Residential,5033 Route 9w,Newburgh,NY,12550,257000,3,2,Newburgh,1672,22120,1949,258,154,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5033-Rte-9W-12550/home/92387361,OneKey,H6043499,N,Y,41.5223414,-74.0216809
PAST SALE,June-10-2020,Single Family Residential,38 Balmville Rd,Newburgh,NY,12550,320000,3,1.5,Newburgh,1842,10559,1955,348,174,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/38-Old-Balmville-Rd-12550/home/92387398,OneKey,H5103081,N,Y,41.5244688,-74.0138771
PAST SALE,December-29-2020,Single Family Residential,205 Frozen Ridge Rd,Newburgh,NY,12550,375000,3,2.5,Newburgh,2256,74052,2001,146,166,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/205-Frozen-Ridge-Rd-12550/home/54896703,OneKey,H5070883,N,Y,41.5631952,-74.028704
PAST SALE,December-18-2020,Single Family Residential,26 Waring Rd,Newburgh,NY,12550,375000,4,2.5,Newburgh,2192,10829,2007,157,171,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/26-Waring-Rd-12550/home/54911464,OneKey,H6072909,N,Y,41.5248688,-74.0606322
PAST SALE,NA,Single Family Residential,72 Leslie Rd,Newburgh,NY,12550,380000,4,3,NA,2882,26250,1964,NA,132,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/72-Leslie-Rd-12550/home/72613445,NA,NA,N,Y,41.5502586,-74.0189496
PAST SALE,December-21-2020,Single Family Residential,14 Hy Vue Dr,Newburgh,NY,12550,250000,3,1.5,Newburgh,1408,22002,1956,154,178,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/14-Hy-Vue-Dr-12550/home/54924307,OneKey,H6007807,N,Y,41.5317975,-74.0365005
PAST SALE,January-7-2021,Single Family Residential,11 Dara Dr,Newburgh,NY,12550,470000,4,2.5,Newburgh,2904,104544,2007,137,162,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/11-Dara-Dr-12550/home/54940743,OneKey,H6039403,N,Y,41.5648991,-74.0123163
PAST SALE,June-1-2020,Single Family Residential,235 Carpenter Ave,Newburgh,NY,12550,267500,4,2,Newburgh,1782,7349,1940,357,150,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/235-Carpenter-Ave-12550/home/54947676,OneKey,H6009743,N,Y,41.509362,-74.0178479
PAST SALE,NA,Single Family Residential,116 North St,Newburgh,NY,12550,230000,3,2,NA,1395,4725,1930,NA,165,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/116-North-St-12550/home/54906077,NA,NA,N,Y,41.5171888,-74.0176519
PAST SALE,October-9-2020,Single Family Residential,3 Laurie Ln,Newburgh,NY,12550,267110,4,2,Newburgh,1210,15298,1958,227,221,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/3-Laurie-Ln-12550/home/92386664,OneKey,H6056961,N,Y,41.5341927,-74.0622556
PAST SALE,November-2-2020,Single Family Residential,11 Gusty Rd,Newburgh,NY,12550,250000,3,2,Newburgh,1512,14375,1960,203,165,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/11-Gusty-Rd-12550/home/72583325,OneKey,H6048085,N,Y,41.5181383,-74.0416939
PAST SALE,October-30-2020,Single Family Residential,123 Hudson Ave,Newburgh,NY,12550,217750,4,2,Newburgh,1682,9601,1905,206,129,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/123-Hudson-Ave-12550/home/92387325,OneKey,H6046499,N,Y,41.5130741,-74.0466138
PAST SALE,October-21-2020,Single Family Residential,53 Coach Ln,Newburgh,NY,12550,261000,3,1,Newburgh,1056,16200,1966,215,247,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/53-Coach-Ln-12550/home/72583504,OneKey,H6057423,N,Y,41.518388,-74.0872662
PAST SALE,October-28-2020,Single Family Residential,3 Baltsas Rd,Newburgh,NY,12550,392000,4,3,Newburgh,2898,22351,1970,208,135,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/3-Baltsas-Rd-12550/home/72613112,OneKey,H6049123,N,Y,41.5602079,-74.0530995
PAST SALE,NA,Single Family Residential,4 Edgewood Ter,Newburgh,NY,12550,270000,3,1,NA,1518,11392,1920,NA,178,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/4-Edgewood-Ter-12550/home/72603624,NA,NA,N,Y,41.5183753,-74.0511489
PAST SALE,June-30-2020,Single Family Residential,84 Maple St,Newburgh,NY,12550,100000,3,1.5,Newburgh,1260,8102,1919,328,79,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/84-Maple-St-12550/home/54874401,OneKey,H6011683,N,Y,41.5037663,-74.045033
PAST SALE,October-9-2020,Single Family Residential,3 Charlile Cir,Newburgh,NY,12550,345500,4,2.5,Newburgh,1988,20987,1974,227,174,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/3-Charlile-Cir-12550/home/72603360,OneKey,H6048238,N,Y,41.5216847,-74.065114
PAST SALE,June-4-2020,Single Family Residential,44 City Ter N,Newburgh,NY,12550,265000,3,2.5,Newburgh,2058,12541,1925,354,129,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/44-City-Ter-N-12550/home/72598416,OneKey,H5126362,N,Y,41.5141748,-74.0156674
PAST SALE,NA,Single Family Residential,66 Dalfonso Rd,Newburgh,NY,12550,215000,3,2,NA,1475,32500,1960,NA,146,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/66-Dalfonso-Rd-12550/home/72603341,NA,NA,N,Y,41.4973933,-74.0552337
PAST SALE,NA,Single Family Residential,25 Galloway Ave,Newburgh,NY,12550,108100,3,1.5,NA,1492,3500,1929,NA,72,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/25-Galloway-Ave-12550/home/92370008,NA,NA,N,Y,41.5023237,-74.025073
PAST SALE,December-16-2020,Single Family Residential,242 Carter Ave,Newburgh,NY,12550,225000,3,1,Newburgh,1315,17389,1958,159,171,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/242-Carter-Ave-12550/home/92386203,OneKey,H6045238,N,Y,41.5476793,-74.0108472
PAST SALE,NA,Single Family Residential,1 Bridle Path,Newburgh,NY,12550,240000,3,1.5,NA,1200,15369,1964,NA,200,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/1-Bridle-Path-12550/home/72593427,NA,NA,N,Y,41.5213432,-74.0823102
PAST SALE,December-3-2020,Single Family Residential,13 Fleetwood Dr,Newburgh,NY,12550,255000,4,2,Newburgh,1887,8468,1956,172,135,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/13-Fleetwood-Dr-12550/home/72583268,OneKey,H6063967,N,Y,41.527355,-74.1275087
PAST SALE,NA,Single Family Residential,236 Powell Ave,Newburgh,NY,12550,100000,3,1,NA,1550,3200,1900,NA,65,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/236-Powell-Ave-12550/home/92398984,NA,NA,N,Y,41.5094061,-74.0148755
PAST SALE,November-2-2020,Single Family Residential,31 N Robinson Ave,Newburgh,NY,12550,188000,3,2,Newburgh,1424,4831,1930,203,132,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/31-Robinson-Ave-12550/home/92369999,OneKey,H6053684,N,Y,41.5020083,-74.0214514
PAST SALE,June-10-2020,Single Family Residential,18 Park Pl,Newburgh,NY,12550,379000,4,2.5,Newburgh,2073,12332,1946,348,183,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/18-Park-Pl-12550/home/54939142,OneKey,H6011989,N,Y,41.5172883,-74.0089433
PAST SALE,July-15-2020,Single Family Residential,43 Morris Ave,Newburgh,NY,12550,218500,3,2.5,Sunset Ridge Ii,1450,4443,2019,313,151,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/43-Morris-Ave-12550/home/167168470,OneKey,H4974520,N,Y,41.5050738,-74.0353601
PAST SALE,July-31-2020,Single Family Residential,28 Dogwood Hills Rd,Newburgh,NY,12550,369900,3,2.5,Newburgh,2180,47916,1961,297,170,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/28-Dogwood-Hills-Rd-12550/home/54907193,OneKey,H6042141,N,Y,41.5335421,-74.0234856
PAST SALE,June-25-2020,Single Family Residential,53 Lockwood Ln,Newburgh,NY,12550,381000,4,2.5,Newburgh,2312,156816,2000,333,165,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/53-Lockwood-Ln-12550/home/92385773,OneKey,H6033613,N,Y,41.5843448,-73.9971207
PAST SALE,October-9-2020,Single Family Residential,84 Susan Dr,Newburgh,NY,12550,440000,3,2.5,Newburgh,2600,17999,1962,227,169,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/84-Susan-Dr-12550/home/72593346,OneKey,H6045305,N,Y,41.5332043,-74.0058817
PAST SALE,June-29-2020,Single Family Residential,248 Carter Ave,Newburgh,NY,12550,185000,4,1.5,Newburgh,1603,18888,1950,329,115,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/248-Carter-Ave-12550/home/72592869,OneKey,H6018111,N,Y,41.5479178,-74.0106644
PAST SALE,August-17-2020,Single Family Residential,35 Leslie Rd,Newburgh,NY,12550,231750,3,1,Newburgh,1400,20038,1953,280,166,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/35-Leslie-Rd-12550/home/54885225,OneKey,H6011088,N,Y,41.5485744,-74.0125917
PAST SALE,September-21-2020,Single Family Residential,4 Longview Dr,Newburgh,NY,12550,304000,3,2.5,Newburgh,2080,28558,1987,245,146,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/4-Longview-Dr-12550/home/55336698,OneKey,H6026918,N,Y,41.5506759,-74.0094241
PAST SALE,September-25-2020,Single Family Residential,1 Mattingly Ln,Newburgh,NY,12550,450000,4,2.5,Stone Brook Estates,2700,68520,2020,241,167,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1-Mattingly-Ln-12550/home/72608026,OneKey,H6045817,N,Y,41.5683426,-74.0147334
PAST SALE,August-14-2020,Single Family Residential,40 Leslie Rd,Newburgh,NY,12550,390000,4,2,Newburgh,2556,91476,1947,283,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/40-Leslie-Rd-12550/home/54949520,OneKey,H6024515,N,Y,41.5495662,-74.0131426
PAST SALE,December-4-2020,Single Family Residential,385 Carpenter Ave,Newburgh,NY,12550,325000,4,2.5,Newburgh,2273,13499,1948,171,143,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/385-Carpenter-Ave-12550/home/54899773,OneKey,H6056692,N,Y,41.5146774,-74.0175954
PAST SALE,December-28-2020,Single Family Residential,12 Flemming Dr,Newburgh,NY,12550,295000,3,2,Newburgh,2060,10603,1987,147,143,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/12-Flemming-Dr-12550/home/54887078,OneKey,H6063228,N,Y,41.5153552,-74.0322844
PAST SALE,October-29-2020,Single Family Residential,5 Briarwood Cres,Newburgh,NY,12550,273500,3,1,Newburgh,1213,10799,1956,207,225,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Briarwood-Cres-12550/home/92387532,OneKey,H6049426,N,Y,41.526215,-74.126415
PAST SALE,NA,Single Family Residential,8 Aldendell Ct,Newburgh,NY,12550,180000,3,2.5,NA,2879,45180,1996,NA,63,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/8-Aldendell-Ct-12550/home/92387414,NA,NA,N,Y,41.5233863,-74.0076672
PAST SALE,October-6-2020,Single Family Residential,34 Balmville Rd,Newburgh,NY,12550,449000,3,3,Newburgh,2654,23030,1840,230,169,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/34-Old-Balmville-Rd-12550/home/54910091,OneKey,H6058353,N,Y,41.523345,-74.0137393
PAST SALE,December-29-2020,Single Family Residential,1 Greenwood Dr,Newburgh,NY,12550,421500,4,2.5,Greenwood Forest,2352,47916,1996,146,179,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1-Greenwood-Dr-12550/home/54900809,OneKey,H6060460,N,Y,41.5339095,-74.0280614
PAST SALE,NA,Single Family Residential,12 Old Balmville Rd,Newburgh,NY,12550,350000,3,2,NA,2808,33750,1950,NA,125,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/12-Old-Balmville-Rd-12550/home/72593265,NA,NA,N,Y,41.5191699,-74.0121694
PAST SALE,August-14-2020,Single Family Residential,133 Oak St,Newburgh,NY,12550,344500,3,2.5,Newburgh,2100,47916,2020,283,164,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/133-Oak-St-12550/home/174513626,OneKey,H6042485,N,Y,41.5644768,-73.9959582
PAST SALE,August-26-2020,Single Family Residential,117 N Pierpont Ave,Newburgh,NY,12550,205000,3,2,Newburgh,1577,5401,1930,271,130,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/117-N-Pierpont-Ave-12550/home/92387278,OneKey,H6041559,N,Y,41.51812,-74.046201
PAST SALE,September-9-2020,Single Family Residential,132 Orchard St,Newburgh,NY,12550,260000,4,3,Newburgh,2038,9531,2008,257,128,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/132-Orchard-St-12550/home/92363673,OneKey,H6025510,N,Y,41.5058013,-74.0358187
PAST SALE,January-22-2021,Single Family Residential,53 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,3920,2019,122,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/53-Morris-Ave-12550/home/168915596,OneKey,H5052184,N,Y,41.505296,-74.037264
PAST SALE,August-5-2020,Single Family Residential,00 Tarben Way,Newburgh,NY,12550,389000,3,2,The Reserves At Fosterto,1861,60984,2019,292,209,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/Tarben-Way-12550/home/147790461,OneKey,H4944060,N,Y,41.5688905,-74.0420228
PAST SALE,July-20-2020,Single Family Residential,41 Morris Ave,Newburgh,NY,12550,218500,3,2.5,Sunset Ridge Ii,1450,4443,2019,308,151,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/41-Morris-Ave-12550/home/167168368,OneKey,H4974512,N,Y,41.50492,-74.036611
PAST SALE,January-4-2021,Single Family Residential,35 Holmes Rd,Newburgh,NY,12550,345000,4,2.5,Newburgh,1700,25265,1963,140,203,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/35-Holmes-Rd-12550/home/54947033,OneKey,H6079216,N,Y,41.5597446,-74.0111227
PAST SALE,December-13-2020,Single Family Residential,51 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,4095,2019,162,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/51-Morris-Ave-12550/home/168915595,OneKey,H5052140,N,Y,41.5050738,-74.0353601
PAST SALE,December-11-2020,Single Family Residential,551 Fostertown Rd,Newburgh,NY,12550,172000,4,1,Newburgh,1130,40175,1940,164,152,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/551-Fostertown-Rd-12550/home/54884361,OneKey,H6080439,N,Y,41.565354,-74.053139
PAST SALE,NA,Single Family Residential,46 Laurie Ln,Newburgh,NY,12550,126000,4,2.5,NA,1932,16182,1998,NA,65,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/46-Laurie-Ln-12550/home/92386653,NA,NA,N,Y,41.5349511,-74.0595478
PAST SALE,May-29-2020,Single Family Residential,9 Noel Dr,Newburgh,NY,12550,175000,3,1.5,Newburgh,2122,11761,1957,360,82,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Noel-Dr-12550/home/72583116,OneKey,H5125783,N,Y,41.5264537,-74.0315959
PAST SALE,NA,Single Family Residential,1231 NY-300,Newburgh,NY,12550,90500,4,2,NA,1760,31106,1960,NA,51,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/1231-NY-300-12550/home/72593347,NA,NA,N,Y,41.5018625,-74.0707189
